,title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7
5437,The Art of Racing in the Rain,522924,tt1478839,2019-08-08,8,3,en,US,18000000.0,22836136.092007373,109,Drama,Drama|Romance,PG,1.0,1.0,144845.0,133502.0,Simon Curtis,18352.0,Patrick Dempsey,1269|16501|71070,Kevin Costner|Milo Ventimiglia|Amanda Seyfried,0,,,,Original Film,2765.0,0.785518831,7371145.0,33766787.0,12478187.0,26395642.0,2971423.0,2765.0,6.0,2973852.0,2765.0,6.0,2192309.0,2765.0,6.0,928613.0,2765.0,6.0,1690208.0,2765.0,7.0,916579.0,2765.0,7.0,805203.0,2765.0,7.0
5438,Scary Stories to Tell in the Dark,417384,tt3387520,2019-08-08,8,3,en,CA,25000000.0,31716855.686208427,108,Horror,Horror|Adventure|Mystery,PG-13,1.0,0.0,266038.0,135113.0,André Øvredal,1683406.0,Jason F. Brown,1533987|14329|1383546,Zoe Colletti|Dean Norris|Michael Garza,0,,,,1212 Entertainment,3135.0,0.80791582,35598430.0,104545505.0,30166784.0,68947075.0,8781643.0,3135.0,1.0,6904995.0,3135.0,3.0,5228708.0,3135.0,3.0,2388961.0,3135.0,3.0,3203006.0,3135.0,4.0,1978747.0,3135.0,3.0,1680724.0,3135.0,3.0
5439,Night Hunter,441282,tt6533240,2019-08-08,8,3,en,US,,,95,Drama,Drama|Thriller,R,1.0,0.0,32967.0,1266884.0,David Raymond,1308363.0,Rick Dugdale,73968|2282|109513,Henry Cavill|Ben Kingsley|Alexandra Daddario,0,,,,Arcola Entertainment,,,,1012932.0,,1012932.0,,,,,,,,,,,,,,,,,,,,,
5440,Danger Close: The Battle of Long Tan,508664,tt0441881,2019-08-08,8,3,en,AU,23934823.0,30365493.08480956,119,War,War|Action|Drama|History,R,1.0,0.0,24799.0,110427.0,Kriv Stenders,1601946.0,John Schwarz,77700|972356|234548,Travis Fimmel|Luke Bracey|Daniel Webber,0,,,,Red Dune Films,,,,2092198.0,,2092198.0,,,,,,,,,,,,,,,,,,,,,
5441,The Peanut Butter Falcon,463257,tt4364194,2019-08-09,8,4,en,US,6200000.0,7865780.211417306,97,Adventure,Adventure|Comedy|Drama,PG-13,1.0,0.0,80122.0,1546658.0,Tyler Nilson,17173.0,Ron Yerxa,10959|1633770|118545,Shia LaBeouf|Zack Gottsagen|Dakota Johnson,0,,,,Armory Films,17.0,0.334717251,3254939.0,23712097.0,296190.0,20457158.0,69208.0,17.0,18.0,78086.0,17.0,20.0,57499.0,17.0,20.0,21492.0,17.0,22.0,28159.0,17.0,23.0,23100.0,17.0,23.0,18646.0,17.0,26.0
5442,Otherhood,531509,tt4180560,2019-08-13,8,1,en,GB,,,100,Comedy,Comedy,R,1.0,0.0,175571.0,1213167.0,Cindy Chupack,1301687.0,Jason Michael Berman,9780|4687|7427,Angela Bassett|Patricia Arquette|Felicity Huffman,0,,,,Indie,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,Hair Love,589739,tt7129636,2019-08-14,8,2,en,US,284058.0,360377.0637479493,7,Animation,Animation|Family|Comedy,G,1.0,1.0,,587970.0,Matthew A. Cherry,2270197.0,Karen Rupert Toliver,1455336,Issa Rae,0,,,,Sony Pictures Animation,,,,330661.0,,330661.0,,,,,,,,,,,,,,,,,,,,,
5444,Good Boys,521777,tt6977338,2019-08-14,8,2,en,US,20000000.0,25373484.548966743,90,Comedy,Comedy,R,1.0,1.0,328809.0,84416.0,Gene Stupnitsky,19274.0,Seth Rogen,1277188|2177190|2239159,Jacob Tremblay|Keith L. Williams|Brady Noon,0,,,,Good Universe,3204.0,1.311807034,28033292.0,111173598.0,30307505.0,83140306.0,8314980.0,3204.0,1.0,7329780.0,3204.0,1.0,5757845.0,3204.0,1.0,2236030.0,3204.0,1.0,3030740.0,3204.0,1.0,1935025.0,3204.0,1.0,1703105.0,3204.0,1.0
5445,47 Meters Down: Uncaged,480105,tt7329656,2019-08-15,8,3,en,GB,12000000.0,15224090.73144274,90,Horror,Horror|Thriller,PG-13,1.0,0.0,155313.0,100734.0,Johannes Roberts,4584.0,Robert Jones,1008607|1931204|1213395,Sophie Nélisse|Corinne Foxx|Brianne Tju,1,5.6,58642402.1261016,2.2,The Fyzz,2853.0,0.649741115,25321663.0,47582563.0,11415947.0,22260900.0,3067463.0,2853.0,4.0,3165789.0,2853.0,8.0,2194013.0,2853.0,8.0,757015.0,2853.0,8.0,1120651.0,2853.0,8.0,607727.0,2853.0,9.0,503289.0,2853.0,9.0
5446,Sextuplets,582570,tt8976710,2019-08-16,8,4,en,US,,,100,Comedy,Comedy,Unrated,1.0,0.0,28732.0,1110102.0,Michael Tiddes,1465492.0,Nathan Talbert Reimann,9562|1377385|22224,Marlon Wayans|Bresha Webb|Michael Ian Black,0,,,,Wayans Alvarez Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,American Factory,565716,tt9351980,2019-08-21,8,2,en,US,,,110,Documentary,Documentary,Unrated,1.0,0.0,8858.0,48506.0,Steven Bognar,1409453.0,Julie Parker Benello,2393200|2393201|2393202,Junming 'Jimmy' Wang|Sherrod Brown|Dave Burrows,0,,,,Higher Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,Angel Has Fallen,423204,tt6189022,2019-08-21,8,2,en,BG,40000000.0,50746969.10824696,122,Action,Action|Thriller,R,1.0,1.0,424954.0,76422.0,Ric Roman Waugh,582624.0,Alan Siegel,17276|192|9575,Gerard Butler|Morgan Freeman|Jada Pinkett Smith,1,5.9,84511958.10515673,3.5,Campbell Grobman Films,3286.0,1.339392834,77631541.0,146661977.0,29114221.0,69030436.0,7958653.0,3286.0,1.0,7788659.0,3286.0,1.0,5633675.0,3286.0,1.0,1821078.0,3286.0,1.0,2995970.0,3286.0,1.0,1568899.0,3286.0,1.0,1347287.0,3286.0,1.0
5449,Ready or Not,567609,tt7798634,2019-08-21,8,2,en,CA,6000000.0,7612045.36572137,95,Horror,Horror|Comedy,R,1.0,0.0,556996.0,66681.0,Matt Bettinelli-Olpin,20204.0,James Vanderbilt,1372369|225411|11702,Samara Weaving|Mark O'Brien|Adam Brody,0,,,,Mythology Entertainment,2855.0,0.470165515,28901546.0,57615777.0,13040462.0,28714231.0,1876458.0,2270.0,2.0,1151690.0,2270.0,2.0,2483665.0,2855.0,4.0,3261083.0,2855.0,5.0,2270842.0,2855.0,6.0,779638.0,2855.0,4.0,1217086.0,2855.0,5.0
5450,Burn,508138,tt8009314,2019-08-23,8,4,en,US,,,89,Thriller,Thriller|Crime|Action,R,1.0,0.0,17124.0,1987166.0,Mike Gan,52607.0,Sukee Chew,1280060|27972|1325961,Tilda Cobham-Hervey|Josh Hutcherson|Suki Waterhouse,0,,,,Hopscotch Pictures,,,,25373.0,,25373.0,,,,,,,,,,,,,,,,,,,,,
5451,Paradise Hills,487083,tt6127004,2019-08-29,8,3,en,US,6000000.0,7612045.36572137,95,Fantasy,Fantasy|Science Fiction|Thriller,Unrated,1.0,1.0,22764.0,1525872.0,Alice Waddington,1334525.0,Núria Valls,34847|1222992|63,Emma Roberts|Eiza González|Milla Jovovich,0,,,,Nostromo Pictures,,,,414515.0,,414515.0,,,,,,,,,,,,,,,,,,,,,
5452,The Fanatic,509853,tt7869070,2019-08-30,8,4,en,US,18000000.0,22836136.092007373,89,Crime,Crime|Thriller,R,1.0,0.0,,29783.0,Fred Durst,1768425.0,Oscar Generale,8891|50398|1251847,John Travolta|Devon Sawa|Ana Golja,0,,,,Daniel Grodnik Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,Official Secrets,393624,tt5431890,2019-08-30,8,4,en,GB,,,112,Thriller,Thriller|History|Drama,R,1.0,1.0,539.0,13079.0,Gavin Hood,1133360.0,Elizabeth Fowler,116|136532|5469,Keira Knightley|Matt Smith|Ralph Fiennes,0,,,,Clear Pictures Entertainment,4.0,1.108877857,7485057.0,10088753.0,161016.0,1988546.0,19934.0,4.0,33.0,24560.0,4.0,37.0,20471.0,4.0,40.0,17814.0,4.0,38.0,5765.0,4.0,40.0,4917.0,4.0,42.0,67555.0,4.0,24.0
5454,Uncut Gems,473033,tt5727208,2019-08-30,8,4,en,US,19000000.0,24104810.3256438,136,Drama,Drama|Thriller|Crime,R,1.0,0.0,42438.0,227564.0,Benny Safdie,2997.0,Scott Rudin,19292|1200864|2371446,Adam Sandler|LaKeith Stanfield|Julia Fox,0,,,,A24,5.0,0.335912866,,50023780.0,777864.0,50023780.0,212201.0,5.0,12.0,172168.0,5.0,17.0,152873.0,5.0,15.0,64737.0,5.0,15.0,62579.0,5.0,17.0,63405.0,5.0,17.0,49901.0,5.0,14.0
5455,Our Friend,583903,tt9608818,2019-09-04,9,2,en,US,,,124,Drama,Drama|Romance,R,1.0,0.0,,1045176.0,Gabriela Cowperthwaite,1527474.0,Michael A. Pruss,118545|1893|41088,Dakota Johnson|Casey Affleck|Jason Segel,0,,,,Black Bear Pictures,543.0,1.687245693,131781.0,795506.0,321060.0,663725.0,85010.0,543.0,8.0,105100.0,543.0,8.0,60050.0,543.0,8.0,13242.0,255.0,8.0,25506.0,357.0,8.0,14868.0,274.0,8.0,17284.0,316.0,8.0
5456,It Chapter Two,474350,tt7349950,2019-09-04,9,2,en,US,79000000.0,100225263.9828575,169,Horror,Horror|Thriller,R,1.0,0.0,928596.0,1113116.0,Andy Muschietti,112690.0,Dan Lin,137905|5530|83002,Bill Skarsgård|James McAvoy|Jessica Chastain,1,7.3,435279656.5938831,2.0,New Line Cinema,4570.0,1.753297864,261500000.0,473123154.0,113068524.0,211622525.0,37043656.0,4570.0,1.0,33627227.0,4570.0,1.0,20391269.0,4570.0,1.0,5478405.0,4570.0,1.0,8006196.0,4570.0,1.0,4521469.0,4570.0,1.0,4000302.0,4570.0,1.0
5457,Waiting for the Barbarians,505707,tt6149154,2019-09-06,9,4,en,IT,,,114,Drama,Drama|History,Unrated,1.0,0.0,39225.0,122785.0,Ciro Guerra,1046121.0,Olga Segura,40900|85|11288,Mark Rylance|Johnny Depp|Robert Pattinson,0,,,,AMBI Group,,,,764815.0,,764815.0,,,,,,,,,,,,,,,,,,,,,
5458,Vivarium,458305,tt8368406,2019-09-07,9,5,en,DK,4000000.0,5074696.910824696,99,Science Fiction,Science Fiction|Thriller|Mystery|Horror,R,1.0,0.0,4546.0,1284692.0,Lorcan Finnegan,43145.0,Brendan McCarthy,17606|44735|2011569,Imogen Poots|Jesse Eisenberg|Senan Jennings,0,,,,Fantastic Films,,,,487625.0,,487625.0,,,,,,,,,,,,,,,,,,,,,
5459,A Beautiful Day in the Neighborhood,501907,tt3224458,2019-09-07,9,5,en,CN,25000000.0,31716855.686208427,109,Drama,Drama|History|Family,PG,1.0,0.0,50046.0,177532.0,Marielle Heller,1053169.0,Youree Henley,29528|31|2955,Matthew Rhys|Tom Hanks|Chris Cooper,0,,,,TriStar Pictures,3235.0,0.570637472,6221678.0,67925733.0,22515344.0,61704055.0,4545333.0,3235.0,2.0,5140284.0,3235.0,3.0,3565621.0,3235.0,3.0,1485197.0,3235.0,3.0,2302554.0,3235.0,3.0,2375338.0,3235.0,4.0,3101017.0,3235.0,3.0
5460,I See You,524251,tt6079516,2019-09-11,9,2,en,GB,3000000.0,3806022.6823450113,98,Horror,Horror|Thriller|Mystery,R,1.0,1.0,5685.0,1667260.0,Adam Randall,2240678.0,Matt Waldeck,9994|4602|1586047,Helen Hunt|Jon Tenney|Owen Teague,0,,,,Zodiac Features,,,,1194369.0,,1194369.0,,,,,,,,,,,,,,,,,,,,,
5461,Downton Abbey,535544,tt6398184,2019-09-12,9,3,en,GB,20000000.0,25373484.548966743,122,Drama,Drama|Romance|History,PG,1.0,0.0,283157.0,1219201.0,Michael Engler,943340.0,Gareth Neame,19923|224194|20070,Hugh Bonneville|Laura Carmichael|Jim Carter,0,,,,Focus Features,3079.0,0.860702209,97840860.0,194694725.0,44009850.0,96853865.0,13828975.0,3079.0,1.0,9564725.0,3079.0,1.0,7639965.0,3079.0,1.0,3287855.0,3079.0,1.0,4145420.0,3079.0,1.0,2901490.0,3079.0,1.0,2641420.0,3079.0,1.0
5462,The Goldfinch,472674,tt3864056,2019-09-12,9,3,en,US,40000000.0,50746969.10824696,149,Drama,Drama,R,1.0,0.0,277178.0,77269.0,John Crowley,32608.0,Brad Simpson,1159982|1422517|2227,Ansel Elgort|Oakes Fegley|Nicole Kidman,0,,,,Color Force,2542.0,0.620905227,4700000.0,10032621.0,3780103.0,5332621.0,868127.0,2542.0,5.0,1106662.0,2542.0,8.0,704238.0,2542.0,8.0,257133.0,2542.0,7.0,419867.0,2542.0,6.0,248019.0,2542.0,7.0,176057.0,2542.0,8.0
5463,The Room,582913,tt8485364,2019-09-12,9,3,en,BE,,,99,Horror,Horror|Drama|Mystery|Science Fiction,Unrated,1.0,0.0,,57557.0,Christian Volckman,2558407.0,Christelle Henon,18182|220990|1867299,Olga Kurylenko|Kevin Janssens|Francis Chapman,0,,,,Versus Production,,,,44291.0,,44291.0,,,,,,,,,,,,,,,,,,,,,
5464,Hustlers,540901,tt5503686,2019-09-12,9,3,en,US,20000000.0,25373484.548966743,110,Drama,Drama|Comedy|Crime,R,1.0,0.0,113.0,71551.0,Lorene Scafaria,52004.0,Elaine Goldsmith-Thomas,206444|16866|12041,Constance Wu|Jennifer Lopez|Julia Stiles,0,,,,Gloria Sanchez Productions,3250.0,0.74618215,52600000.0,157563598.0,45545213.0,104963598.0,13099693.0,3250.0,1.0,12200502.0,3250.0,2.0,7881166.0,3250.0,2.0,2749048.0,3250.0,1.0,4633021.0,3250.0,1.0,2635483.0,3250.0,1.0,2346300.0,3250.0,1.0
5465,Freaks,539892,tt8781414,2019-09-12,9,3,en,CA,2000.0,2537.348454896674,105,Science Fiction,Science Fiction|Thriller,R,1.0,1.0,19850.0,1181022.0,Zach Lipovsky,1181022.0,Zach Lipovsky,46593|6905|77209,Emile Hirsch|Bruce Dern|Grace Park,0,,,,Amazing Incorporated,,,91819.0,368410.0,,276591.0,,,,,,,,,,,,,,,,,,,,,
5466,Tall Girl,625450,tt9252508,2019-09-13,9,4,en,US,,,101,Comedy,Comedy|Drama|Romance,Unrated,1.0,0.0,103433.0,1744211.0,Nzingha Stewart,2322331.0,Corey L. Marsh,2398197|1152083|18324,Ava Michelle|Sabrina Carpenter|Steve Zahn,0,,,,Wonderland Sound and Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,Rambo: Last Blood,522938,tt1206885,2019-09-18,9,2,en,US,50000000.0,63433711.38273033,89,Action,Action|Thriller|Drama,R,1.0,0.0,399814.0,589402.0,Adrian Grünberg,17209.0,Avi Lerner,16483|3627|78994,Sylvester Stallone|Paz Vega|Sergio Peris-Mencheta,1,7.0,64419097.36033572,11.6,Millennium Media,3618.0,1.483200344,46671001.0,91490353.0,24575810.0,44819352.0,7170439.0,3618.0,2.0,6966288.0,3618.0,5.0,4736192.0,3618.0,2.0,1391357.0,3618.0,4.0,2126013.0,3618.0,4.0,1135957.0,3618.0,4.0,1049564.0,3618.0,4.0
5468,Z,623520,tt8995218,2019-09-19,9,3,en,CA,,,83,Horror,Horror|Thriller,Unrated,1.0,0.0,,1588833.0,Brandon Christensen,2433971.0,Chris Ball,42710|1538879|169747,Keegan Connor Tracy|Jett Klyne|Sean Rogerson,0,,,,Digital Interference Productions,,,,788597.0,,788597.0,,,,,,,,,,,,,,,,,,,,,
5469,Abominable,431580,tt6324278,2019-09-19,9,3,en,US,75000000.0,95150567.06893876,97,Family,Family|Animation|Adventure|Comedy,PG,1.0,1.0,96493.0,7881.0,Jill Culton,1295761.0,Suzanne Buirgy,1181303|1181320|1926,Chloe Bennet|Albert Tsai|Eddie Izzard,0,,,,DreamWorks Animation,4242.0,0.419512631,129034382.0,190304772.0,25833115.0,61270390.0,5654440.0,4242.0,1.0,8995905.0,4242.0,1.0,5961755.0,4242.0,1.0,1608930.0,4242.0,2.0,1978675.0,4242.0,2.0,880220.0,4242.0,3.0,753190.0,4242.0,3.0
5470,In the Tall Grass,523139,tt4687108,2019-09-20,9,4,en,CA,,,101,Horror,Horror|Drama|Thriller,Unrated,1.0,0.0,63990.0,5877.0,Vincenzo Natali,59935.0,Steven Hoban,2034922|127281|2425244,Laysla De Oliveira|Harrison Gilbertson|Avery Whitted,0,,,,Copperheart Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,Fractured,568091,tt4332232,2019-09-22,9,6,en,US,,,101,Thriller,Thriller|Drama,Unrated,1.0,0.0,10862.0,37948.0,Brad Anderson,5625.0,Neal Edelstein,65731|4888|2434413,Sam Worthington|Lily Rabe|Lucy Capri,0,,,,Koji Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,Inside Man: Most Wanted,619278,tt7832848,2019-09-24,9,1,en,US,,,105,Action,Action|Crime|Thriller,R,1.0,0.0,28119.0,69593.0,MJ Bassett,22141.0,Ogden Gavanski,78062|62765|228969,Aml Ameen|Rhea Seehorn|Roxanne McKee,1,7.6,142429453.24168625,13.5,Universal 1440 Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,A Shaun the Sheep Movie: Farmageddon,422803,tt6193408,2019-09-26,9,3,en,GB,,,87,Family,Family|Comedy|Adventure|Animation|Science Fiction,G,1.0,0.0,21528.0,1453616.0,Will Becher,1502583.0,Paul Kewley,224354|1212388|1428462,Justin Fletcher|John Sparkes|Amalia Vitale,1,7.3,26521386.335448585,4.6,StudioCanal,,,,43133089.0,,43133089.0,,,,,,,,,,,,,,,,,,,,,
5474,Judy,491283,tt7549996,2019-09-27,9,4,en,GB,10000000.0,12686742.274483372,118,Drama,Drama|History|Music,PG-13,1.0,0.0,122385.0,150098.0,Rupert Goold,1336145.0,David Livingstone,9137|1498158|168877,Renée Zellweger|Jessie Buckley|Finn Wittrock,0,,,,Pathe,461.0,0.396503418,21387992.0,45987812.0,4458443.0,24313888.0,900327.0,461.0,7.0,1214057.0,461.0,7.0,802164.0,461.0,7.0,348496.0,461.0,7.0,493133.0,461.0,7.0,368959.0,461.0,8.0,331307.0,461.0,7.0
5475,The Laundromat,517909,tt5865326,2019-09-27,9,4,en,US,,,96,Crime,Crime|Drama|Comedy,R,1.0,0.0,,1884.0,Steven Soderbergh,41331.0,Michael Sugar,5064|64|3131,Meryl Streep|Gary Oldman|Antonio Banderas,0,,,,Anonymous Content,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,Marriage Story,492188,tt7653254,2019-09-28,9,5,en,GB,18000000.0,22836136.092007373,137,Drama,Drama,R,1.0,0.0,1213.0,5656.0,Noah Baumbach,5656.0,Noah Baumbach,1023139|1245|4784,Adam Driver|Scarlett Johansson|Laura Dern,0,,,,Heyday Films,,,,333686.0,,333686.0,,,,,,,,,,,,,,,,,,,,,
5477,Doom: Annihilation,520901,tt8328716,2019-09-30,9,0,en,US,,,97,Action,Action|Science Fiction|Horror,R,1.0,0.0,83076.0,42712.0,Tony Giglio,22141.0,Ogden Gavanski,121721|523533|589469,Amy Manson|Luke Allen-Gale|Nina Bergman,1,5.2,46861659.61913905,13.9,Universal 1440 Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,Jarhead: Law of Return,635744,tt10767720,2019-10-01,10,1,en,US,,,103,War,War,R,1.0,0.0,20124.0,27005.0,Don Michael Paul,127096.0,Jeffery Beach,50398|2270610|68535,Devon Sawa|Yael Eitan|Nicholas Aaron,1,5.1,,3.7,Universal 1440 Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,Joker,475557,tt7286456,2019-10-01,10,1,en,US,55000000.0,69777082.51997201,122,Crime,Crime|Thriller|Drama,R,1.0,0.0,3145521.0,57130.0,Todd Phillips,45648.0,Emma Tillinger Koskoff,73421|380|1545693,Joaquin Phoenix|Robert De Niro|Zazie Beetz,0,,,,Warner Bros. Pictures,4374.0,2.359246492,743480625.0,1078958629.0,137728787.0,335477657.0,39350693.0,4374.0,1.0,32476803.0,4374.0,1.0,24374841.0,4374.0,1.0,9702049.0,4374.0,1.0,13908626.0,4374.0,1.0,9611712.0,4374.0,1.0,8304063.0,4374.0,1.0
5480,Gemini Man,453405,tt1025100,2019-10-02,10,2,en,US,140000000.0,177614391.88402107,117,Science Fiction,Science Fiction|Action|Adventure|Thriller,PG-13,1.0,0.0,298887.0,1614.0,Ang Lee,770.0,Jerry Bruckheimer,2888|17628|2296,Will Smith|Mary Elizabeth Winstead|Clive Owen,0,,,,Skydance Media,3642.0,1.286109255,124922746.0,173469516.0,28016543.0,48546770.0,7484424.0,3642.0,3.0,7740692.0,3642.0,3.0,5327256.0,3642.0,3.0,2512366.0,3642.0,3.0,2480260.0,3642.0,3.0,1389209.0,3642.0,3.0,1082336.0,3642.0,3.0
5481,Wonder Woman: Bloodlines,537055,tt8752498,2019-10-04,10,4,en,US,,,83,Science Fiction,Science Fiction|Animation,PG-13,1.0,1.0,39032.0,2275503.0,Justin Copeland,90367.0,Sam Liu,5916|52886|140114,Rosario Dawson|Jeffrey Donovan|Marie Avgeropoulos,0,,,,Warner Bros. Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,Steven Universe: The Movie,537061,tt10515852,2019-10-07,10,0,en,US,,,83,TV Movie,TV Movie|Adventure|Animation|Fantasy|Music|Science Fiction,Unrated,1.0,0.0,193552.0,1245726.0,Rebecca Sugar,1296988.0,Jackie Buscarino,225863|1217614|1224949,Zach Callison|Deedee Magno|Estelle,0,,,,Cartoon Network Studios,,,,24012.0,,24012.0,,,,,,,,,,,,,,,,,,,,,
5483,Zombieland: Double Tap,338967,tt1560220,2019-10-09,10,2,en,US,42000000.0,53284317.55489285,99,Horror,Horror|Comedy,R,1.0,0.0,291761.0,91268.0,Ruben Fleischer,35974.0,Gavin Polone,57755|44735|54693,Woody Harrelson|Jesse Eisenberg|Emma Stone,1,7.5,114319295.0412666,10.0,Columbia Pictures,3468.0,1.507689862,49687317.0,122810399.0,35400273.0,73123082.0,10534700.0,3468.0,2.0,9732533.0,3468.0,3.0,6535871.0,3468.0,3.0,2122597.0,3468.0,3.0,3101431.0,3468.0,3.0,1735032.0,3468.0,3.0,1638109.0,3468.0,3.0
5484,The Addams Family,481084,tt1620981,2019-10-10,10,3,en,US,40000000.0,50746969.10824696,87,Family,Family|Animation|Comedy|Fantasy,PG,1.0,0.0,313339.0,12080.0,Conrad Vernon,1033779.0,Gail Berman,25072|6885|56734,Oscar Isaac|Charlize Theron|Chloë Grace Moretz,0,,,,Cinesite Animation,4007.0,0.455097857,103670352.0,204394183.0,40759027.0,100723831.0,9716240.0,4007.0,2.0,11761776.0,4007.0,2.0,8821991.0,4007.0,2.0,4782862.0,4007.0,2.0,2701781.0,4007.0,2.0,1500131.0,4007.0,2.0,1474246.0,4007.0,2.0
5485,Jexi,620725,tt9354944,2019-10-10,10,3,en,US,5000000.0,6343371.138273033,84,Comedy,Comedy,R,1.0,0.0,68465.0,52115.0,Scott Moore,551.0,Suzanne Todd,212604|1253199|9827,Adam Devine|Alexandra Shipp|Rose Byrne,0,,,,CBS Films,2332.0,0.676922565,2795665.0,9341824.0,4519684.0,6546159.0,1140762.0,2332.0,7.0,1151500.0,2332.0,9.0,814468.0,2332.0,9.0,409608.0,2332.0,8.0,475277.0,2332.0,9.0,304230.0,2332.0,8.0,223839.0,2332.0,9.0
5486,The King,504949,tt7984766,2019-10-11,10,4,en,AU,,,140,Drama,Drama|History|War,R,1.0,0.0,159610.0,114334.0,David Michôd,967387.0,Jeremy Kleiner,1190668|33192|16702,Timothée Chalamet|Joel Edgerton|Sean Harris,0,,,,Plan B Entertainment,,,,126931.0,,126931.0,,,,,,,,,,,,,,,,,,,,,
5487,El Camino: A Breaking Bad Movie,559969,tt9243946,2019-10-11,10,4,en,US,,,123,Crime,Crime|Drama|Thriller,Unrated,1.0,0.0,976088.0,66633.0,Vince Gilligan,66633.0,Vince Gilligan,84497|88124|82945,Aaron Paul|Jesse Plemons|Charles Baker,0,,,,Sony Pictures Television,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,A Cinderella Story: Christmas Wish,606117,tt10326928,2019-10-15,10,1,en,US,,,93,Romance,Romance|Music|Comedy|Fantasy,PG,1.0,0.0,9791.0,155483.0,Michelle Johnston,155483.0,Michelle Johnston,54722|212686|1720041,Laura Marano|Gregg Sulkin|Isabella Gómez,1,5.6,,3.2,Front Street Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,Maleficent: Mistress of Evil,420809,tt4777008,2019-10-16,10,2,en,US,185000000.0,234704732.08825585,119,Family,Family|Fantasy|Adventure,PG,1.0,0.0,497887.0,20307.0,Joachim Rønning,18311.0,Joe Roth,11701|18050|1716493,Angelina Jolie|Elle Fanning|Harris Dickinson,1,6.9,330855625.7999618,5.4,Walt Disney Pictures,3790.0,1.392441786,377800484.0,491730089.0,46875158.0,113929605.0,12551906.0,3790.0,1.0,14213517.0,3790.0,1.0,10183290.0,3790.0,1.0,2242325.0,3790.0,2.0,3983871.0,3790.0,1.0,1871438.0,3790.0,2.0,1828811.0,3790.0,2.0
5490,Jojo Rabbit,515001,tt2584384,2019-10-18,10,4,en,US,14000000.0,17761439.18840211,108,Comedy,Comedy|War|Drama,PG-13,1.0,0.0,277767.0,55934.0,Taika Waititi,55934.0,Taika Waititi,2054851|1356758|1245,Roman Griffin Davis|Thomasin McKenzie|Scarlett Johansson,0,,,,Fox Searchlight Pictures,5.0,0.235733289,60227274.0,93598180.0,459424.0,33370906.0,142110.0,5.0,15.0,111548.0,5.0,17.0,95897.0,5.0,16.0,29885.0,5.0,17.0,29510.0,5.0,18.0,30145.0,5.0,18.0,20329.0,5.0,21.0
5491,The Lighthouse,503919,tt7984734,2019-10-18,10,4,en,US,11000000.0,13955416.508119792,109,Drama,Drama|Fantasy|Thriller,R,1.0,0.0,283150.0,138781.0,Robert Eggers,131400.0,Jay Van Hoy,11288|5293|2309944,Robert Pattinson|Willem Dafoe|Valeriia Karaman,0,,,,RT Features,8.0,0.267691218,7228405.0,18095509.0,580487.0,10867104.0,170003.0,8.0,14.0,138760.0,8.0,15.0,119034.0,8.0,15.0,39437.0,8.0,16.0,44446.0,8.0,15.0,41346.0,8.0,16.0,27461.0,8.0,18.0
5492,Terminator: Dark Fate,290859,tt6450804,2019-10-23,10,2,en,US,185000000.0,234704732.08825585,128,Science Fiction,Science Fiction|Action|Adventure|Thriller,R,1.0,0.0,881863.0,55252.0,Tim Miller,2710.0,James Cameron,2713|1100|1110405,Linda Hamilton|Arnold Schwarzenegger|Mackenzie Davis,1,6.3,122862675.66083804,4.3,20th Century Fox,4086.0,1.42169564,198866215.0,261119292.0,37657130.0,62253077.0,10551130.0,4086.0,1.0,10970370.0,4086.0,1.0,7512332.0,4086.0,1.0,2063064.0,4086.0,1.0,3429579.0,4086.0,1.0,1696985.0,4086.0,1.0,1433670.0,4086.0,1.0
